CODE,DESC,TYPE,VALUE,POS,BRANCH
48,IIEE 1000MAX DISC,SUBTOTAL AMOUNT,1000.000,1,BMC
49,5% SOLO PARENT,SUBTOTAL PERCENT,5.000,1,BMC
50,20% NATL ATHLETE,SUBTOTAL PERCENT,20.000,1,BMC
51,PRIDE P20 OFF,ITEM AMOUNT,20.000,1,BMC
52,8% IMAP R5,SUBTOTAL PERCENT,8.000,1,BMC
53,8% PICE CAMSUR,SUBTOTAL PERCENT,8.000,1,BMC
54,8% ST JOSEPH,SUBTOTAL PERCENT,8.000,1,BMC
55,8% NATL PH EAGLES,SUBTOTAL PERCENT,8.000,1,BMC
56,1000MAX IMAP,SUBTOTAL AMOUNT,1000.000,1,BMC
57,1000MAX STJOSEPH,SUBTOTAL AMOUNT,1000.000,1,BMC
58,1000MAX NATLEAGLES,SUBTOTAL AMOUNT,1000.000,1,BMC
65,8% PAMET CAMSUR,SUBTOTAL PERCENT,8.000,1,BMC
66,1000MAX PAMET CS,SUBTOTAL AMOUNT,1000.000,1,BMC
67,8% ADNUGAA,SUBTOTAL PERCENT,8.000,1,BMC
68,1000MAX ADNUGAA,SUBTOTAL AMOUNT,1000.000,1,BMC
69,8% RAYA CRS,SUBTOTAL PERCENT,8.000,1,BMC
70,8% 3RDY CRS,SUBTOTAL PERCENT,8.000,1,BMC
71,8% PILI TTSC,SUBTOTAL PERCENT,8.000,1,BMC
72,8% JDP RENTAL,SUBTOTAL PERCENT,8.000,1,BMC
73,8% SHUKRAN TRANS,SUBTOTAL PERCENT,8.000,1,BMC
74,8% NATL REBAP,SUBTOTAL PERCENT,8.000,1,BMC
75,1000MAX NATREBAP,SUBTOTAL AMOUNT,8.000,1,BMC
76,8% DEPED NEU RS,SUBTOTAL PERCENT,8.000,1,BMC
77,1000MAX DEPED NEU RS,SUBTOTAL AMOUNT,1000.000,1,BMC
78,8% NAPSAA,SUBTOTAL PERCENT,8.000,1,BMC
79,1000MAX NAPSAA,SUBTOTAL AMOUNT,1000.000,1,BMC
80,8% CEBU PACIFIC DISC,SUBTOTAL PERCENT,8.000,1,BMC
81,8% 3DEKALIBRE DISC,SUBTOTAL PERCENT,8.000,1,BMC
82,8% NCPO & NUP DISC,SUBTOTAL PERCENT,8.000,1,BMC
83,8% RCBC DISC,SUBTOTAL PERCENT,8.000,1,BMC
84,8% HRMS DISC,SUBTOTAL PERCENT,8.000,1,BMC
85,8% CACERES CLERGY DI,SUBTOTAL PERCENT,8.000,1,BMC
86,1000MAX CEBU PAC DIS,SUBTOTAL AMOUNT,1000.000,1,BMC
87,1000MAX 3DEKALIBRE D,SUBTOTAL AMOUNT,1000.000,1,BMC
88,1000MAX NCPO & NUP D,SUBTOTAL AMOUNT,1000.000,1,BMC
89,1000MAX RCBC,SUBTOTAL AMOUNT,1000.000,1,BMC
90,1000MAX HRMS DISC,SUBTOTAL AMOUNT,1000.000,1,BMC
91,1000MAX CACERES CLER,SUBTOTAL AMOUNT,1000.000,1,BMC
92,8% Cam Norte Police,SUBTOTAL PERCENT,8.000,1,BMC
93,8% Cam Norte Capitol,SUBTOTAL PERCENT,8.000,1,BMC
94,8% LGU Talisay,SUBTOTAL PERCENT,8.000,1,BMC
95,1000MAX CNPPO,SUBTOTAL AMOUNT,1000.000,1,BMC
96,1000MAX CNC,SUBTOTAL AMOUNT,1000.000,1,BMC
97,1000MAX LGU Talisay,SUBTOTAL AMOUNT,1000.000,1,BMC
98,20% OFF OTS EMP,SUBTOTAL PERCENT,20.000,1,BMC
99,8% BICOL ENT,SUBTOTAL PERCENT,8.000,1,BMC
100,8% CNSC,SUBTOTAL PERCENT,8.000,1,BMC
101,8% DEPED BICOL,SUBTOTAL PERCENT,8.000,1,BMC
102,8% PCG BICOL,SUBTOTAL PERCENT,8.000,1,BMC
103,1000MAX PCG BICOL,SUBTOTAL AMOUNT,1000.000,1,BMC
104,1000MAX DEPED BICOL,SUBTOTAL AMOUNT,1000.000,1,BMC
105,1000MAX CNSC,SUBTOTAL AMOUNT,1000.000,1,BMC
106,1000MAX BICOL ENT,SUBTOTAL AMOUNT,1000.000,1,BMC
107,8% NYD 2025 ENT,SUBTOTAL PERCENT,8.000,1,BMC
108,1000MAX NYD2025,SUBTOTAL AMOUNT,1000.000,1,BMC
109,FREE PJ LSM,ITEM PERCENT,100.000,1,BMC
DC13,100% OFF BDAY DISC,SUBTOTAL PERCENT,100.000,1,BMC
DC14,VDAY DISCOUNT,SUBTOTAL PERCENT,100.000,1,BMC
DC15,P84 OFF SPAG PJ,SUBTOTAL AMOUNT,84.000,1,BMC
DC16,P79 OFF TUNASND PJ,SUBTOTAL AMOUNT,79.000,1,BMC
DC17,P79 OFF CCB PJ,SUBTOTAL AMOUNT,79.000,1,BMC
DC18,P59 OFF FRIES PJ,SUBTOTAL AMOUNT,59.000,1,BMC
DC26,8% CORP PARTNER DISC,SUBTOTAL PERCENT,8.000,1,BMC
DC27,1000MAX CORPPART DIS,SUBTOTAL AMOUNT,1000.000,1,BMC
DC28,5% BULK ORDER DISC,SUBTOTAL PERCENT,5.000,1,BMC
