CODE,DESC,TYPE,VALUE,POS,BRANCH
43,8% ENVP CamSur,SUBTOTAL PERCENT,8.000,1,B-SMS
44,8% CSNHS Alumni,SUBTOTAL PERCENT,8.000,1,B-SMS
45,1000MAX ENVP CamSur,SUBTOTAL AMOUNT,1000.000,1,B-SMS
46,1000MAX CSNHS Alumni,SUBTOTAL AMOUNT,1000.000,1,B-SMS
47,8% NAGA PICE,SUBTOTAL PERCENT,8.000,1,B-SMS
48,8% IIEE CAMSUR,SUBTOTAL PERCENT,8.000,1,B-SMS
49,NAGA PICE 1000MAX DI,SUBTOTAL AMOUNT,1000.000,1,B-SMS
50,IIEE 1000MAX DISC,SUBTOTAL AMOUNT,1000.000,1,B-SMS
51,5% SOLO PARENT,SUBTOTAL PERCENT,5.000,1,B-SMS
52,20% NATL ATHLETE,SUBTOTAL PERCENT,20.000,1,B-SMS
53,PRIDE P20 OFF,ITEM AMOUNT,20.000,1,B-SMS
54,8% IMAP R5,SUBTOTAL PERCENT,8.000,1,B-SMS
55,8% STJOSEPH,SUBTOTAL PERCENT,8.000,1,B-SMS
56,1000MAX IMAP,SUBTOTAL AMOUNT,1000.000,1,B-SMS
57,1000MAX STJOSEPH,SUBTOTAL AMOUNT,1000.000,1,B-SMS
58,8% PAMET CAMSUR,SUBTOTAL PERCENT,8.000,1,B-SMS
59,1000MAX PAMET CS,SUBTOTAL AMOUNT,1000.000,1,B-SMS
60,8% SM EMP TENANT DIS,SUBTOTAL PERCENT,8.000,1,B-SMS
61,8% ADNUGAA,SUBTOTAL PERCENT,8.000,1,B-SMS
62,1000MAX ADNUGAA,SUBTOTAL AMOUNT,1000.000,1,B-SMS
63,8% RAYA CRS,SUBTOTAL PERCENT,8.000,1,B-SMS
64,8% 3RDY CRS,SUBTOTAL PERCENT,8.000,1,B-SMS
65,8% PILI TTSC,SUBTOTAL PERCENT,8.000,1,B-SMS
66,8% JDP RENTAL,SUBTOTAL PERCENT,8.000,1,B-SMS
67,8% SHUKRAN TRANS,SUBTOTAL PERCENT,8.000,1,B-SMS
68,8% NATL REBAP,SUBTOTAL PERCENT,8.000,1,B-SMS
69,1000MAX NATREBAP,SUBTOTAL AMOUNT,1000.000,1,B-SMS
70,8% DEPED NEU RS,SUBTOTAL PERCENT,8.000,1,B-SMS
71,1000MAX DEPED NEU RS,SUBTOTAL AMOUNT,1000.000,1,B-SMS
72,8% NAPSAA,SUBTOTAL PERCENT,8.000,1,B-SMS
73,1000MAX NAPSAA,SUBTOTAL AMOUNT,1000.000,1,B-SMS
74,8% CEBU PACIFIC DISC,SUBTOTAL PERCENT,8.000,1,B-SMS
75,8% 3DEKALIBRE DISC,SUBTOTAL PERCENT,8.000,1,B-SMS
76,8% NCPO & NUP DISC,SUBTOTAL PERCENT,8.000,1,B-SMS
77,8% RCBC DISC,SUBTOTAL PERCENT,8.000,1,B-SMS
78,8% HRMS DISC,SUBTOTAL PERCENT,8.000,1,B-SMS
79,8% CACERES CLERGY DI,SUBTOTAL PERCENT,8.000,1,B-SMS
80,1000MAX CEBU PAC DIS,SUBTOTAL AMOUNT,1000.000,1,B-SMS
81,1000MAX 3DEKALIBRE D,SUBTOTAL AMOUNT,1000.000,1,B-SMS
82,1000MAX NCPO & NUP D,SUBTOTAL AMOUNT,1000.000,1,B-SMS
83,1000MAX RCBC DISC,SUBTOTAL AMOUNT,1000.000,1,B-SMS
84,1000MAX HRMS DISC,SUBTOTAL AMOUNT,1000.000,1,B-SMS
85,1000MAXCACERES CLRGY,SUBTOTAL AMOUNT,1000.000,1,B-SMS
86,8% Cam Norte Police,SUBTOTAL PERCENT,8.000,1,B-SMS
87,8% Cam Norte Capitol,SUBTOTAL PERCENT,8.000,1,B-SMS
88,8% LGU Talisay,SUBTOTAL PERCENT,8.000,1,B-SMS
89,1000MAX CNPPO,SUBTOTAL AMOUNT,1000.000,1,B-SMS
90,1000MAX C.N.C,SUBTOTAL AMOUNT,1000.000,1,B-SMS
91,1000MAX LGU Talisay,SUBTOTAL AMOUNT,1000.000,1,B-SMS
92,20% OFF OTS EMP,SUBTOTAL PERCENT,20.000,1,B-SMS
93,8% BICOL ENT,SUBTOTAL PERCENT,8.000,1,B-SMS
94,8% CNSC,SUBTOTAL PERCENT,8.000,1,B-SMS
95,8% DEPED BICOL,SUBTOTAL PERCENT,8.000,1,B-SMS
96,8% PCG BICOL,SUBTOTAL PERCENT,8.000,1,B-SMS
97,1000MAX PCG BICOL,SUBTOTAL AMOUNT,1000.000,1,B-SMS
98,1000MAX DEPED BICOL,SUBTOTAL AMOUNT,1000.000,1,B-SMS
99,1000MAX CNSC,SUBTOTAL AMOUNT,1000.000,1,B-SMS
100,1000MAX BICOL ENT,SUBTOTAL AMOUNT,1000.000,1,B-SMS
DC13,100% OFF BDAY DISC,SUBTOTAL PERCENT,100.000,1,B-SMS
DC14,VDAY DISCOUNT,SUBTOTAL PERCENT,100.000,1,B-SMS
DC15,P84 OFF SPAG PJ,SUBTOTAL AMOUNT,84.000,1,B-SMS
DC16,P79 OFF TUNASND PJ,SUBTOTAL AMOUNT,79.000,1,B-SMS
DC17,P79 OFF CCB PJ,SUBTOTAL AMOUNT,79.000,1,B-SMS
DC18,P59 OFF FRIES PJ,SUBTOTAL AMOUNT,59.000,1,B-SMS
DC26,8% CORP PARTNER DISC,SUBTOTAL PERCENT,8.000,1,B-SMS
DC27,1000MAX CORPPART DIS,SUBTOTAL AMOUNT,1000.000,1,B-SMS
DC28,5% BULK ORDER DISC,SUBTOTAL PERCENT,5.000,1,B-SMS
