CODE,DESC,TYPE,VALUE,POS,BRANCH
44,1000MAX PAMET CS,SUBTOTAL AMOUNT,1000.000,1,SMNAG
45,8% ADNUGAA,SUBTOTAL PERCENT,8.000,1,SMNAG
46,1000MAX ADNUGAA,SUBTOTAL AMOUNT,1000.000,1,SMNAG
47,8% RAYA CRS,SUBTOTAL PERCENT,8.000,1,SMNAG
48,8%  3RDY CRS,SUBTOTAL PERCENT,8.000,1,SMNAG
49,8% PILI TTSC,SUBTOTAL PERCENT,8.000,1,SMNAG
50,8% IIEE CAM SUR DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
51,IIEE 1000MAX DISC,SUBTOTAL AMOUNT,1000.000,1,SMNAG
52,8% NAGA PICE,SUBTOTAL PERCENT,8.000,1,SMNAG
53,NAGA PICE 1000MAX,SUBTOTAL AMOUNT,1000.000,1,SMNAG
54,8% JDP RENTAL,SUBTOTAL PERCENT,8.000,1,SMNAG
55,8% SHUKRAN TRANS,SUBTOTAL PERCENT,8.000,1,SMNAG
56,8% DISCOUNT,SUBTOTAL PERCENT,8.000,1,SMNAG
57,8% NATL REBAP,SUBTOTAL PERCENT,8.000,1,SMNAG
58,1000MAX NATREBAP,SUBTOTAL AMOUNT,1000.000,1,SMNAG
59,8% DEPED NEU RS,SUBTOTAL PERCENT,8.000,1,SMNAG
60,1000MAX DEPED NEU RS,SUBTOTAL AMOUNT,1000.000,1,SMNAG
61,8% NAPSAA,SUBTOTAL PERCENT,8.000,1,SMNAG
62,1000MAX NAPSAA,SUBTOTAL AMOUNT,1000.000,1,SMNAG
63,8% CEBU PACIFIC DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
64,8% 3DEKALIBRE DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
65,8% NCPO & NUP DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
66,8% RCBC DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
67,8% HRMS DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
68,8% CACERES CLERGY DI,SUBTOTAL PERCENT,8.000,1,SMNAG
69,1000MAX CEBU PAC DIS,SUBTOTAL AMOUNT,1000.000,1,SMNAG
70,1000MAX 3DEKALIBRE D,SUBTOTAL AMOUNT,1000.000,1,SMNAG
71,1000MAX NCPO & NUP D,SUBTOTAL AMOUNT,1000.000,1,SMNAG
72,1000MAX RCBC,SUBTOTAL AMOUNT,1000.000,1,SMNAG
73,1000MAX HRMS DISC,SUBTOTAL AMOUNT,1000.000,1,SMNAG
74,1000MAX CACERES CLER,SUBTOTAL AMOUNT,1000.000,1,SMNAG
75,8% Cam Norte Police,SUBTOTAL PERCENT,8.000,1,SMNAG
76,8% Cam Norte Capitol,SUBTOTAL PERCENT,8.000,1,SMNAG
77,8% LGU Talisay,SUBTOTAL PERCENT,8.000,1,SMNAG
78,1000MAX CNPPO,SUBTOTAL AMOUNT,1000.000,1,SMNAG
79,1000MAX C.N.C,SUBTOTAL AMOUNT,1000.000,1,SMNAG
80,1000MAX LGU Talisay,SUBTOTAL AMOUNT,1000.000,1,SMNAG
81,5% SOLO PARENT,SUBTOTAL PERCENT,5.000,1,SMNAG
82,20% OFF OTS EMP,SUBTOTAL PERCENT,20.000,1,SMNAG
83,8% BICOL ENT,SUBTOTAL PERCENT,8.000,1,SMNAG
84,8% CNSC,SUBTOTAL PERCENT,8.000,1,SMNAG
85,8% DEPED BICOL,SUBTOTAL PERCENT,8.000,1,SMNAG
86,8% PCG BICOL,SUBTOTAL PERCENT,8.000,1,SMNAG
87,1000MAX PCG BICOL,SUBTOTAL AMOUNT,1000.000,1,SMNAG
88,1000MAX DEPED BICOL,SUBTOTAL AMOUNT,1000.000,1,SMNAG
89,1000MAX CNSC,SUBTOTAL AMOUNT,1000.000,1,SMNAG
90,1000MAX BICOL ENT,SUBTOTAL AMOUNT,1000.000,1,SMNAG
91,8% NYD 2025 ENT,SUBTOTAL PERCENT,8.000,1,SMNAG
92,1000MAX NYD2025,SUBTOTAL AMOUNT,1000.000,1,SMNAG
93,FREE PJ LSM,ITEM PERCENT,100.000,1,SMNAG
94,8% UNITED ARC DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
DC13,100% OFF BDAY DISC,SUBTOTAL PERCENT,100.000,1,SMNAG
DC14,VDAY DISCOUNT,SUBTOTAL PERCENT,100.000,1,SMNAG
DC15,P84 OFF SPAG PJ,SUBTOTAL AMOUNT,84.000,1,SMNAG
DC16,P79 OFF TUNASND PJ,SUBTOTAL AMOUNT,79.000,1,SMNAG
DC17,P79 OFF CCB PJ,SUBTOTAL AMOUNT,79.000,1,SMNAG
DC18,P59 OFF FRIES PJ,SUBTOTAL AMOUNT,59.000,1,SMNAG
DC26,8% CORP PARTNER DISC,SUBTOTAL PERCENT,8.000,1,SMNAG
DC27,1000MAX CORPPART DIS,SUBTOTAL AMOUNT,1000.000,1,SMNAG
DC28,5% BULK ORDER DISC,SUBTOTAL PERCENT,5.000,1,SMNAG
