CODE,DESC,TYPE,VALUE,POS,BRANCH
46,8% PICHE BICOL,SUBTOTAL PERCENT,8.000,1,SMLIP
47,8% HABAGAT CS EAGLES,SUBTOTAL PERCENT,8.000,1,SMLIP
48,8% MAHARLIKA EAGLES,SUBTOTAL PERCENT,8.000,1,SMLIP
49,MHRLK EAGLES 1000MAX,SUBTOTAL AMOUNT,1000.000,1,SMLIP
50,PICHE BICOL 1000MAX,SUBTOTAL AMOUNT,1000.000,1,SMLIP
51,ROTARY NAGA 1000MAX,SUBTOTAL AMOUNT,1000.000,1,SMLIP
52,HBGT EAGLES 1000MAX,SUBTOTAL AMOUNT,1000.000,1,SMLIP
53,8% PICE DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
54,8% UNITED ARCHI DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
55,PICE 1000 MAX DISC,SUBTOTAL AMOUNT,1000.000,1,SMLIP
56,UN ARCH 1000 MAX DIS,SUBTOTAL AMOUNT,1000.000,1,SMLIP
57,8% ROTARY OF IRIGA,SUBTOTAL PERCENT,8.000,1,SMLIP
58,OFW PC 1000 MAX DISC,SUBTOTAL AMOUNT,1000.000,1,SMLIP
59,ROTARYOFIRIGA1000MAX,SUBTOTAL AMOUNT,1000.000,1,SMLIP
60,8% REBAP DISCOUNT,SUBTOTAL PERCENT,8.000,1,SMLIP
61,1000MAX REBAP DISC,SUBTOTAL AMOUNT,1000.000,1,SMLIP
62,8% ENVP CamSur,SUBTOTAL PERCENT,8.000,1,SMLIP
63,8% CSNHS Alumni,SUBTOTAL PERCENT,8.000,1,SMLIP
64,1000MAX ENVP CamSur,SUBTOTAL AMOUNT,1000.000,1,SMLIP
65,1000MAX CSNHS Alumni,SUBTOTAL AMOUNT,1000.000,1,SMLIP
66,8% NAGA PICE,SUBTOTAL PERCENT,8.000,1,SMLIP
67,8% IIEE CAMSUR,SUBTOTAL PERCENT,8.000,1,SMLIP
68,NAGA PICE 1000MAX DI,SUBTOTAL AMOUNT,1000.000,1,SMLIP
69,IIEE 1000MAX DISC,SUBTOTAL AMOUNT,1000.000,1,SMLIP
70,8% NU LIPA,SUBTOTAL PERCENT,8.000,1,SMLIP
71,5% SOLO PARENT,SUBTOTAL PERCENT,5.000,1,SMLIP
72,20% NATL ATHLETE,SUBTOTAL PERCENT,20.000,1,SMLIP
73,PRIDE P20OFF,ITEM AMOUNT,20.000,1,SMLIP
74,8% PAMET CAMSUR,SUBTOTAL PERCENT,8.000,1,SMLIP
75,1000MAX PAMET CS,SUBTOTAL AMOUNT,1000.000,1,SMLIP
76,8% IMAP R5,SUBTOTAL PERCENT,8.000,1,SMLIP
77,8% STJOSEPH,SUBTOTAL PERCENT,8.000,1,SMLIP
78,8% NATL PH EAGLES,SUBTOTAL PERCENT,8.000,1,SMLIP
79,1000MAX IMAP,SUBTOTAL AMOUNT,1000.000,1,SMLIP
80,1000MAX STJOSEPH,SUBTOTAL AMOUNT,1000.000,1,SMLIP
81,1000MAX NATLEAGLES,SUBTOTAL AMOUNT,1000.000,1,SMLIP
82,8% ADNUGAA,SUBTOTAL PERCENT,8.000,1,SMLIP
83,1000MAX ADNUGAA,SUBTOTAL AMOUNT,1000.000,1,SMLIP
84,8% RAYA CRS,SUBTOTAL PERCENT,8.000,1,SMLIP
85,8% 3RDY CRS,SUBTOTAL PERCENT,8.000,1,SMLIP
86,8% PILI TTSC,SUBTOTAL PERCENT,8.000,1,SMLIP
87,8% JDP RENTAL,SUBTOTAL PERCENT,8.000,1,SMLIP
88,8% SHUKRAN TRANS,SUBTOTAL PERCENT,8.000,1,SMLIP
89,8% NATL REBAP,SUBTOTAL PERCENT,8.000,1,SMLIP
90,1000MAX NATREBAP,SUBTOTAL AMOUNT,1000.000,1,SMLIP
91,8% DEPED NEU RS,SUBTOTAL PERCENT,8.000,1,SMLIP
92,1000MAX DEPED NEU RS,SUBTOTAL AMOUNT,1000.000,1,SMLIP
93,8% NAPSAA,SUBTOTAL PERCENT,8.000,1,SMLIP
94,1000MAX NAPSAA,SUBTOTAL AMOUNT,1000.000,1,SMLIP
95,8% CEBU PACIFIC DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
96,8% 3DEKALIBRE DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
97,8% NCPO & NUP DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
98,8% RCBC DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
99,8% HRMS DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
100,8% CACERES CLERGY DI,SUBTOTAL PERCENT,8.000,1,SMLIP
101,1000MAX CEBU PAC DIS,SUBTOTAL AMOUNT,1000.000,1,SMLIP
102,1000MAX 3DEKALIBRE D,SUBTOTAL AMOUNT,1000.000,1,SMLIP
103,1000MAX NCPO & NUP D,SUBTOTAL AMOUNT,1000.000,1,SMLIP
104,1000MAX RCBC DISC,SUBTOTAL AMOUNT,1000.000,1,SMLIP
105,1000MAX HRMS DISC,SUBTOTAL AMOUNT,1000.000,1,SMLIP
106,1000MAXCACERES CLRGY,SUBTOTAL AMOUNT,1000.000,1,SMLIP
107,8% Cam Norte Police,SUBTOTAL PERCENT,8.000,1,SMLIP
108,8% Cam Norte Capitol,SUBTOTAL PERCENT,8.000,1,SMLIP
109,8% LGU Talisay,SUBTOTAL PERCENT,8.000,1,SMLIP
110,1000MAX CNPPO,SUBTOTAL AMOUNT,1000.000,1,SMLIP
111,1000MAX C.N.C,SUBTOTAL AMOUNT,1000.000,1,SMLIP
112,1000MAX LGU Talisay,SUBTOTAL AMOUNT,1000.000,1,SMLIP
113,20% OFF OTS EMP,SUBTOTAL PERCENT,20.000,1,SMLIP
114,8% BICOL ENT,SUBTOTAL PERCENT,8.000,1,SMLIP
115,8% CNSC,SUBTOTAL PERCENT,8.000,1,SMLIP
116,8% DEPED BICOL,SUBTOTAL PERCENT,8.000,1,SMLIP
117,8% PCG BICOL,SUBTOTAL PERCENT,8.000,1,SMLIP
118,1000MAX PCG BICOL,SUBTOTAL AMOUNT,1000.000,1,SMLIP
119,1000MAX DEPED BICOL,SUBTOTAL AMOUNT,1000.000,1,SMLIP
120,1000MAX CNSC,SUBTOTAL AMOUNT,1000.000,1,SMLIP
121,1000MAX BICOL ENT,SUBTOTAL AMOUNT,1000.000,1,SMLIP
122,FREE PJ LSM,ITEM PERCENT,100.000,1,SMLIP
123,P280 BIGG DEAL,ITEM AMOUNT,109.000,1,SMLIP
DC19,P119 OFF SPAG PJ,SUBTOTAL AMOUNT,119.000,1,SMLIP
DC20,P119 OFF TUNASND PJ,SUBTOTAL AMOUNT,119.000,1,SMLIP
DC21,P119 OFF CCB PJ,SUBTOTAL AMOUNT,119.000,1,SMLIP
DC22,P69 OFF FRIES PJ,SUBTOTAL AMOUNT,69.000,1,SMLIP
DC13,100% OFF BDAY DISC,SUBTOTAL PERCENT,100.000,1,SMLIP
DC14,100% OFF VDAY DISC,SUBTOTAL PERCENT,100.000,1,SMLIP
DC26,8% CORP PARTNER DISC,SUBTOTAL PERCENT,8.000,1,SMLIP
DC27,1000MAX CORPPART DIS,SUBTOTAL AMOUNT,1000.000,1,SMLIP
DC28,5% BULK ORDER DISC,SUBTOTAL PERCENT,5.000,1,SMLIP
