pos,or,item_code,quantity,price,amount,discount,department_code,date,time,discount_code,type_code,vat_flag,vat_div,vat_amount,vat_discount,vat_price,transaction_number,product,department_name,discount_name,transaction_type,daypart,payment_code,payment_name,phone_number,branch,revenue
1,"=""00188946""",CHM9,1.0,238.0,238.0,0.0,"=""1""",2025-10-01,13:17,,D,1.0,9.333,212.5,0.0,212.5,187743.0,double treat,CHICKEN MEALS,,Dine-In,Lunch,15.0,PAYMAYA,,CNTRO,238.0
1,"=""00188945""",BEF1,1.0,323.0,323.0,0.0,"=""18""",2025-10-01,13:14,,D,1.0,9.33,288.393,0.0,288.393,187742.0,tenderloin tips,SIZZLERS,,Dine-In,Lunch,1.0,CASH,,CNTRO,323.0
1,"=""00188944""",REP1,2.0,0.0,0.0,0.0,"=""16""",2025-10-01,13:12,,D,1.0,9.333,0.0,0.0,0.0,187741.0,guest count,REPRESENTATION,,Dine-In,Lunch,1.0,CASH,,CNTRO,0.0
1,"=""00188944""",BEV1,2.0,99.0,198.0,0.0,"=""7""",2025-10-01,13:12,,D,1.0,9.33,176.786,0.0,88.393,187741.0,iced tea,BEVERAGES,,Dine-In,Lunch,1.0,CASH,,CNTRO,198.0
1,"=""00188944""",PST4,1.0,144.0,144.0,0.0,"=""4""",2025-10-01,13:12,,D,1.0,9.333,128.571,0.0,128.571,187741.0,spaghetti w p.bread,PASTA DISHES,,Dine-In,Lunch,1.0,CASH,,CNTRO,144.0
1,"=""00188943""",BEV6,1.0,109.0,109.0,0.0,"=""7""",2025-10-01,13:10,,D,1.0,9.33,97.321,0.0,97.321,187740.0,brewed coffee,BEVERAGES,,Dine-In,Lunch,1.0,CASH,,CNTRO,109.0
1,"=""00188943""",BRK11,1.0,119.0,119.0,0.0,"=""3""",2025-10-01,13:10,,D,1.0,9.33,106.25,0.0,106.25,187740.0,goto w egg,BREAKFAST,,Dine-In,Lunch,1.0,CASH,,CNTRO,119.0
1,"=""00188941""",CHM6,1.0,174.0,174.0,0.0,"=""1""",2025-10-01,13:02,,D,1.0,9.33,155.357,0.0,155.357,187738.0,1pc bigg cajun chicken,CHICKEN MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,174.0
1,"=""00188941""",CHM10,1.0,263.0,263.0,0.0,"=""1""",2025-10-01,13:02,,D,1.0,9.33,234.821,0.0,234.821,187738.0,carbo w chicken,CHICKEN MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,263.0
1,"=""00188940""",MP36,9.0,109.0,981.0,0.0,"=""32""",2025-10-01,13:00,,D,1.0,9.333,875.893,0.0,97.321,187737.0,sb freebrwdcof,MARKETING PROMO,,Dine-In,Lunch,2.0,REPRESENTATION,,CNTRO,981.0
1,"=""00188939""",SHK7,1.0,159.0,159.0,0.0,"=""5""",2025-10-01,12:59,,D,1.0,9.33,141.964,0.0,141.964,,cookies n cream,SHAKES,,Dine-In,Lunch,,,,CNTRO,159.0
1,"=""00188938""",REPXTR30,19.0,0.0,0.0,0.0,"=""16""",2025-10-01,12:58,,D,1.0,9.333,0.0,0.0,0.0,187736.0,gravy,REPRESENTATION,,Dine-In,Lunch,2.0,REPRESENTATION,,CNTRO,0.0
1,"=""00188938""",REPXTR30,1.0,0.01,0.01,0.0,"=""16""",2025-10-01,12:58,,D,1.0,9.333,0.009,0.0,0.009,187736.0,gravy,REPRESENTATION,,Dine-In,Lunch,2.0,REPRESENTATION,,CNTRO,0.01
1,"=""00188937""",SID4,1.0,59.0,59.0,0.0,"=""10""",2025-10-01,12:55,,D,1.0,9.33,52.679,0.0,52.679,187735.0,mac salad,SIDINGS,,Dine-In,Lunch,1.0,CASH,,CNTRO,59.0
1,"=""00188934""",CLM3,1.0,333.0,333.0,0.0,"=""2""",2025-10-01,12:52,,D,1.0,9.333,297.321,0.0,297.321,187732.0,bicol special,CLASSIC MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,333.0
1,"=""00188931""",CHM3,1.0,266.07,266.07,-53.21,"=""1""",2025-10-01,12:45,1.0,D,0.0,9.33,266.07,0.0,266.07,187729.0,chicken-kebab meal,CHICKEN MEALS,SNR CTZN 20%,Dine-In,Lunch,1.0,CASH,,CNTRO,266.07
1,"=""00188930""",CHM3,2.0,298.0,596.0,0.0,"=""1""",2025-10-01,12:42,,D,1.0,9.33,532.143,0.0,266.071,187728.0,chicken-kebab meal,CHICKEN MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,596.0
1,"=""00188929""",DEL163,1.0,0.0,0.0,0.0,"=""41""",2025-10-01,12:41,,T,1.0,9.333,0.0,0.0,0.0,187727.0,without cutlery,FOOD PANDA,,Take-Out,Lunch,11.0,FOOD PANDA,,CNTRO,0.0
1,"=""00188927""",XTR8,1.0,39.0,39.0,0.0,"=""8""",2025-10-01,12:36,,D,1.0,9.333,34.821,0.0,34.821,187725.0,plain rice,EXTRAS,,Dine-In,Lunch,1.0,CASH,,CNTRO,39.0
1,"=""00188926""",REP1,4.0,0.0,0.0,0.0,"=""16""",2025-10-01,12:35,,D,1.0,9.333,0.0,0.0,0.0,187724.0,guest count,REPRESENTATION,,Dine-In,Lunch,1.0,CASH,,CNTRO,0.0
1,"=""00188926""",CLM1,1.0,333.0,333.0,0.0,"=""2""",2025-10-01,12:35,,D,1.0,9.333,297.321,0.0,297.321,187724.0,pork cordon bleu,CLASSIC MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,333.0
1,"=""00188926""",CLM12,1.0,362.0,362.0,0.0,"=""2""",2025-10-01,12:35,,D,1.0,9.333,323.214,0.0,323.214,187724.0,daing na bangus,CLASSIC MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,362.0
1,"=""00188926""",CHM4,2.0,149.0,298.0,0.0,"=""1""",2025-10-01,12:35,,D,1.0,9.33,266.071,0.0,133.036,187724.0,1pc bigg chicken,CHICKEN MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,298.0
1,"=""00188925""",CHM30,1.0,278.0,278.0,0.0,"=""1""",2025-10-01,12:34,,D,1.0,9.33,248.214,0.0,248.214,187723.0,2pc bigg chicken,CHICKEN MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,278.0
1,"=""00188923""",CHM2,1.0,305.36,305.36,-61.07,"=""1""",2025-10-01,12:31,1.0,D,0.0,9.33,305.36,0.0,305.36,187721.0,bigg deal,CHICKEN MEALS,SNR CTZN 20%,Dine-In,Lunch,1.0,CASH,,CNTRO,305.36
1,"=""00188922""",BS2,1.0,106.25,106.25,-21.25,"=""6""",2025-10-01,12:28,1.0,D,0.0,9.33,106.25,0.0,106.25,187720.0,tuna sandwich,BURGERS AND SANDWICHES,SNR CTZN 20%,Dine-In,Lunch,1.0,CASH,,CNTRO,106.25
1,"=""00188922""",BRK11,2.0,106.25,212.5,-42.5,"=""3""",2025-10-01,12:28,1.0,D,0.0,9.33,212.5,0.0,106.25,187720.0,goto w egg,BREAKFAST,SNR CTZN 20%,Dine-In,Lunch,1.0,CASH,,CNTRO,212.5
1,"=""00188919""",PST1,1.0,101.79,101.79,-20.36,"=""4""",2025-10-01,12:23,1.0,T,0.0,9.333,101.79,0.0,101.79,187717.0,spaghetti,PASTA DISHES,SNR CTZN 20%,Take-Out,Lunch,1.0,CASH,,CNTRO,101.79
1,"=""00188918""",SHK1,1.0,159.0,159.0,0.0,"=""5""",2025-10-01,12:22,,D,1.0,9.33,141.964,0.0,141.964,187716.0,ripe mango shake,SHAKES,,Dine-In,Lunch,1.0,CASH,,CNTRO,159.0
1,"=""00188918""",BEF5,1.0,342.0,342.0,0.0,"=""18""",2025-10-01,12:22,,D,1.0,9.33,305.357,0.0,305.357,187716.0,smoked chicken,SIZZLERS,,Dine-In,Lunch,1.0,CASH,,CNTRO,342.0
1,"=""00188916""",BS3,1.0,109.0,109.0,0.0,"=""6""",2025-10-01,12:19,,D,1.0,9.33,97.321,0.0,97.321,187714.0,classic burger,BURGERS AND SANDWICHES,,Dine-In,Lunch,1.0,CASH,,CNTRO,109.0
1,"=""00188916""",BRK10,1.0,99.0,99.0,0.0,"=""3""",2025-10-01,12:19,,D,1.0,9.33,88.393,0.0,88.393,187714.0,goto,BREAKFAST,,Dine-In,Lunch,1.0,CASH,,CNTRO,99.0
1,"=""00188915""",GB16,1.0,144.0,144.0,0.0,"=""26""",2025-10-01,12:18,,D,1.0,9.333,128.571,0.0,128.571,187713.0,go spag,GO BIGG,,Dine-In,Lunch,22.0,PAYLORO,,CNTRO,144.0
1,"=""00188914""",CLM7,2.0,323.0,646.0,0.0,"=""2""",2025-10-01,12:17,,D,1.0,9.33,576.786,0.0,288.393,187712.0,salisbury steak,CLASSIC MEALS,,Dine-In,Lunch,15.0,PAYMAYA,,CNTRO,646.0
1,"=""00188911""",CLM14,2.0,332.0,664.0,0.0,"=""2""",2025-10-01,12:10,,D,1.0,9.333,592.857,0.0,296.429,187709.0,beef salpicao,CLASSIC MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,664.0
1,"=""00188909""",SUP5,1.0,79.46,79.46,-15.89,"=""11""",2025-10-01,12:07,1.0,T,0.0,9.333,79.46,0.0,79.46,187707.0,pumpkin soup,SOUP,SNR CTZN 20%,Take-Out,Lunch,1.0,CASH,,CNTRO,79.46
1,"=""00188907""",DEL66,1.0,0.0,0.0,0.0,"=""41""",2025-10-01,12:00,,T,1.0,9.333,0.0,0.0,0.0,187705.0,free gravy,FOOD PANDA,,Take-Out,Lunch,11.0,FOOD PANDA,,CNTRO,0.0
1,"=""00188904""",CLM11,1.0,367.0,367.0,0.0,"=""2""",2025-10-01,11:56,,D,1.0,9.333,327.679,0.0,327.679,187702.0,tuna salpicao,CLASSIC MEALS,,Dine-In,Lunch,15.0,PAYMAYA,,CNTRO,367.0
1,"=""00188898""",REP1,6.0,0.0,0.0,0.0,"=""16""",2025-10-01,11:44,,D,1.0,9.333,0.0,0.0,0.0,187696.0,guest count,REPRESENTATION,,Dine-In,Lunch,1.0,CASH,,CNTRO,0.0
1,"=""00188898""",SHK7,5.0,159.0,795.0,0.0,"=""5""",2025-10-01,11:44,,D,1.0,9.33,709.821,0.0,141.964,187696.0,cookies n cream,SHAKES,,Dine-In,Lunch,1.0,CASH,,CNTRO,795.0
1,"=""00188898""",CLM1,2.0,333.0,666.0,0.0,"=""2""",2025-10-01,11:44,,D,1.0,9.333,594.643,0.0,297.321,187696.0,pork cordon bleu,CLASSIC MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,666.0
1,"=""00188895""",BS4,1.0,106.25,106.25,-21.25,"=""6""",2025-10-01,11:35,1.0,T,0.0,9.33,106.25,0.0,106.25,187693.0,cheesy burger,BURGERS AND SANDWICHES,SNR CTZN 20%,Take-Out,Lunch,1.0,CASH,,CNTRO,106.25
1,"=""00188893""",BEV2,3.0,99.0,297.0,0.0,"=""7""",2025-10-01,11:29,,D,1.0,9.33,265.179,0.0,88.393,187691.0,pineapple juice,BEVERAGES,,Dine-In,Lunch,1.0,CASH,,CNTRO,297.0
1,"=""00188893""",BRK1,1.0,297.0,297.0,0.0,"=""3""",2025-10-01,11:29,,D,1.0,9.333,265.179,0.0,265.179,187691.0,american slam,BREAKFAST,,Dine-In,Lunch,1.0,CASH,,CNTRO,297.0
1,"=""00188893""",CHM30,2.0,278.0,556.0,0.0,"=""1""",2025-10-01,11:29,,D,1.0,9.33,496.429,0.0,248.214,187691.0,2pc bigg chicken,CHICKEN MEALS,,Dine-In,Lunch,1.0,CASH,,CNTRO,556.0
1,"=""00188892""",CHM2,2.0,305.36,610.71,-122.14,"=""1""",2025-10-01,11:24,1.0,D,0.0,9.33,610.71,0.0,305.36,187690.0,bigg deal,CHICKEN MEALS,SNR CTZN 20%,Dine-In,Lunch,1.0,CASH,,CNTRO,610.72
1,"=""00188891""",CLM7,1.0,323.0,323.0,0.0,"=""2""",2025-10-01,11:17,,T,1.0,9.33,288.393,0.0,288.393,187689.0,salisbury steak,CLASSIC MEALS,,Take-Out,Lunch,1.0,CASH,,CNTRO,323.0
1,"=""00188888""",CHM7,1.0,204.46,204.46,-40.89,"=""1""",2025-10-01,11:12,1.0,D,0.0,9.333,204.46,0.0,204.46,187686.0,bt-macaroni,CHICKEN MEALS,SNR CTZN 20%,Dine-In,Lunch,1.0,CASH,,CNTRO,204.46
1,"=""00188887""",BS10,1.0,264.0,264.0,0.0,"=""6""",2025-10-01,11:10,,D,1.0,9.33,235.714,0.0,235.714,187685.0,extrme platter,BURGERS AND SANDWICHES,,Dine-In,Lunch,1.0,CASH,,CNTRO,264.0
1,"=""00188887""",BS1,1.0,149.0,149.0,0.0,"=""6""",2025-10-01,11:10,,D,1.0,9.33,133.036,0.0,133.036,187685.0,bacon burger,BURGERS AND SANDWICHES,,Dine-In,Lunch,1.0,CASH,,CNTRO,149.0
1,"=""00188886""",SID3,1.0,59.0,59.0,0.0,"=""10""",2025-10-01,10:49,,D,1.0,9.333,52.679,0.0,52.679,187684.0,kimchi,SIDINGS,,Dine-In,Breakfast,1.0,CASH,,CNTRO,59.0
1,"=""00188886""",SID4,2.0,59.0,118.0,0.0,"=""10""",2025-10-01,10:49,,D,1.0,9.33,105.357,0.0,52.679,187684.0,mac salad,SIDINGS,,Dine-In,Breakfast,1.0,CASH,,CNTRO,118.0
1,"=""00188882""",52,1.0,0.0,0.0,0.0,"=""30""",2025-10-01,10:36,,D,1.0,9.333,0.0,0.0,0.0,187680.0,out na,MODIFIER,,Dine-In,Breakfast,1.0,CASH,,CNTRO,0.0
1,"=""00188878""",GB9,1.0,133.04,133.04,-26.61,"=""26""",2025-10-01,10:25,14.0,T,0.0,9.333,133.04,0.0,133.04,187676.0,go mac salad,GO BIGG,PWD 20% DISCOUNT,Take-Out,Breakfast,1.0,CASH,,CNTRO,133.04
1,"=""00188878""",CLM15,1.0,97.32,97.32,-19.46,"=""2""",2025-10-01,10:25,14.0,T,0.0,9.333,97.32,0.0,97.32,187676.0,mixed veggies,CLASSIC MEALS,PWD 20% DISCOUNT,Take-Out,Breakfast,1.0,CASH,,CNTRO,97.32
1,"=""00188872""",XTR61,1.0,98.0,98.0,0.0,"=""8""",2025-10-01,09:28,,T,1.0,9.333,87.5,0.0,87.5,187670.0,tokwat baboy,EXTRAS,,Take-Out,Breakfast,1.0,CASH,,CNTRO,98.0
1,"=""00188870""",DEL163,4.0,0.0,0.0,0.0,"=""41""",2025-10-01,09:16,,T,1.0,9.333,0.0,0.0,0.0,187668.0,without cutlery,FOOD PANDA,,Take-Out,Breakfast,11.0,FOOD PANDA,,CNTRO,0.0
1,"=""00188870""",DEL44,3.0,129.0,387.0,0.0,"=""41""",2025-10-01,09:16,,T,1.0,9.333,345.536,0.0,115.179,187668.0,goto,FOOD PANDA,,Take-Out,Breakfast,11.0,FOOD PANDA,,CNTRO,387.0
1,"=""00188870""",DEL47,1.0,336.0,336.0,0.0,"=""41""",2025-10-01,09:16,,T,1.0,9.333,300.0,0.0,300.0,187668.0,country bfast,FOOD PANDA,,Take-Out,Breakfast,11.0,FOOD PANDA,,CNTRO,336.0
1,"=""00188866""",BS11,1.0,416.96,416.96,-83.39,"=""6""",2025-10-01,08:48,1.0,T,0.0,9.33,416.96,0.0,416.96,187664.0,tower burger,BURGERS AND SANDWICHES,SNR CTZN 20%,Take-Out,Breakfast,15.0,PAYMAYA,,CNTRO,416.96
1,"=""00188865""",BS4,2.0,119.0,238.0,0.0,"=""6""",2025-10-01,08:46,,T,1.0,9.33,212.5,0.0,106.25,187663.0,cheesy burger,BURGERS AND SANDWICHES,,Take-Out,Breakfast,15.0,PAYMAYA,,CNTRO,238.0
1,"=""00188865""",MP34,2.0,0.0,0.0,0.0,"=""32""",2025-10-01,08:46,,D,1.0,9.333,0.0,0.0,0.0,187663.0,freebrwdcof,MARKETING PROMO,,Dine-In,Breakfast,15.0,PAYMAYA,,CNTRO,0.0
1,"=""00188865""",BRK2,1.0,286.0,286.0,0.0,"=""3""",2025-10-01,08:46,,D,1.0,9.333,255.357,0.0,255.357,187663.0,country breakfast,BREAKFAST,,Dine-In,Breakfast,15.0,PAYMAYA,,CNTRO,286.0
1,"=""00188865""",BEV11,1.0,99.0,99.0,0.0,"=""7""",2025-10-01,08:46,,D,1.0,9.33,88.393,0.0,88.393,187663.0,pepsi black can,BEVERAGES,,Dine-In,Breakfast,15.0,PAYMAYA,,CNTRO,99.0
1,"=""00188865""",CHM5,1.0,328.0,328.0,0.0,"=""1""",2025-10-01,08:46,,D,1.0,9.33,292.857,0.0,292.857,187663.0,2pc bigg cajun chicken,CHICKEN MEALS,,Dine-In,Breakfast,15.0,PAYMAYA,,CNTRO,328.0
1,"=""00188864""",SLD5,2.0,119.0,238.0,0.0,"=""9""",2025-10-01,08:37,,D,1.0,9.33,212.5,0.0,106.25,187662.0,macaroni salad,SALAD DELIGHTS,,Dine-In,Breakfast,1.0,CASH,,CNTRO,238.0
1,"=""00188864""",GB18,1.0,149.0,149.0,0.0,"=""26""",2025-10-01,08:37,,D,1.0,9.33,133.036,0.0,133.036,187662.0,go tuna sandwich,GO BIGG,,Dine-In,Breakfast,1.0,CASH,,CNTRO,149.0
1,"=""00188863""",BL2,1.0,0.01,0.01,0.0,"=""23""",2025-10-01,08:34,,T,1.0,9.333,0.009,0.0,0.009,187661.0,free spaghetti,BIGGS LOYALTY,,Take-Out,Breakfast,18.0,BIGGS LOYALTY,,CNTRO,0.01
1,"=""00188859""",MP34,1.0,0.0,0.0,0.0,"=""32""",2025-10-01,08:00,,D,1.0,9.333,0.0,0.0,0.0,187657.0,freebrwdcof,MARKETING PROMO,,Dine-In,Breakfast,1.0,CASH,,CNTRO,0.0
1,"=""00188858""",CKS6,1.0,159.82,159.82,-31.96,"=""12""",2025-10-01,07:58,1.0,D,0.0,9.33,159.82,0.0,159.82,187656.0,berries cheesecake,CAKES,SNR CTZN 20%,Dine-In,Breakfast,1.0,CASH,,CNTRO,159.82
1,"=""00188857""",BEV4,1.0,79.46,79.46,-15.89,"=""7""",2025-10-01,07:54,1.0,D,0.0,9.33,79.46,0.0,79.46,187655.0,hot choco,BEVERAGES,SNR CTZN 20%,Dine-In,Breakfast,15.0,PAYMAYA,,CNTRO,79.46
1,"=""00188855""",BS6,1.0,89.0,89.0,0.0,"=""6""",2025-10-01,07:30,,D,1.0,9.33,79.464,0.0,79.464,187653.0,pizza bread,BURGERS AND SANDWICHES,,Dine-In,Breakfast,1.0,CASH,,CNTRO,89.0
1,"=""00188851""",CLM12,2.0,323.21,646.43,-129.29,"=""2""",2025-10-01,07:11,1.0,D,0.0,9.333,646.43,0.0,323.21,187649.0,daing na bangus,CLASSIC MEALS,SNR CTZN 20%,Dine-In,Breakfast,1.0,CASH,,CNTRO,646.42
1,"=""00188846""",BRK9,1.0,267.0,267.0,0.0,"=""3""",2025-10-01,06:34,,D,1.0,9.333,238.393,0.0,238.393,187644.0,tapsilog,BREAKFAST,,Dine-In,Breakfast,22.0,PAYLORO,,CNTRO,267.0
1,"=""00188844""",CLM10,1.0,325.0,325.0,-65.0,"=""2""",2025-10-01,06:21,14.0,D,0.0,9.333,325.0,0.0,325.0,187642.0,tanguegui steak,CLASSIC MEALS,PWD 20% DISCOUNT,Dine-In,Breakfast,15.0,PAYMAYA,,CNTRO,325.0
1,"=""00188843""",BRK8,1.0,231.25,231.25,-46.25,"=""3""",2025-10-01,06:07,1.0,D,0.0,9.333,231.25,0.0,231.25,187641.0,tocilog,BREAKFAST,SNR CTZN 20%,Dine-In,Breakfast,1.0,CASH,,CNTRO,231.25
1,"=""00188842""",GB3,1.0,174.0,174.0,0.0,"=""26""",2025-10-01,05:59,,T,1.0,9.333,155.357,0.0,155.357,187640.0,go spag p bread,GO BIGG,,Take-Out,GY,1.0,CASH,,CNTRO,174.0
1,"=""00188842""",SID5,2.0,59.0,118.0,0.0,"=""10""",2025-10-01,05:59,,T,1.0,9.333,105.357,0.0,52.679,187640.0,mashed potato,SIDINGS,,Take-Out,GY,1.0,CASH,,CNTRO,118.0
1,"=""00188836""",REP1,5.0,0.0,0.0,0.0,"=""16""",2025-10-01,05:07,,D,1.0,9.333,0.0,0.0,0.0,187634.0,guest count,REPRESENTATION,,Dine-In,GY,1.0,CASH,,CNTRO,0.0
1,"=""00188836""",BRK11,5.0,119.0,595.0,0.0,"=""3""",2025-10-01,05:07,,D,1.0,9.33,531.25,0.0,106.25,187634.0,goto w egg,BREAKFAST,,Dine-In,GY,1.0,CASH,,CNTRO,595.0
2,"=""00183615""",RND8,1.0,500.0,500.0,0.0,"=""14""",2025-10-01,21:23,,D,1.0,9.333,446.429,0.0,446.429,182499.0,rental fee,FUNCTION,,Dine-In,Dinner,1.0,CASH,,CNTRO,500.0
